sensor_point5_i_value,sensor_point6_i_value,sensor_point7_i_value,sensor_point8_i_value,sensor_point9_i_value,sensor_point10_i_value,clean_temp,clean_ec,clean_ph4,clean_ph5,clean_ph7,clean_ph8,clean_pressure11,clean_pressure12,clean_pressure21,clean_pressure22,clean_pressure23,clean_pressure31,clean_pressure33,clean_pressure41,clean_pressure42,clean_pressure51,clean_pressure52,clean_pressure61,clean_pressure62,clean_pressure71,clean_pressure72,clean_pressure81,clean_pressure82,clean_pressure91,clean_pressure92,clean_pressure101,clean_pressure102,oven_pa1,oven_pa2,oven_pb1,oven_pb2,oven_a1,oven_a2,oven_a3,oven_b1,oven_b2,oven_b3,painting_g1_act_a_air,painting_g1_act_f_air,painting_g1_act_t_air,painting_g1_act_hvv,painting_g1_act_hvc,painting_g2_act_a_air,painting_g2_act_f_air,painting_g2_act_t_air,painting_g2_act_hvv,painting_g2_act_hvc,painting_g3_act_a_air,painting_g3_act_f_air,painting_g3_act_t_air,painting_g3_act_hvv,painting_g3_act_hvc,painting_g4_act_a_air,painting_g4_act_f_air,painting_g4_act_t_air,painting_g4_act_hvv,painting_g4_act_hvc,painting_g5_act_a_air,painting_g5_act_f_air,painting_g5_act_t_air,painting_g5_act_hvv,painting_g5_act_hvc,painting_g6_act_a_air,painting_g6_act_f_air,painting_g6_act_t_air,painting_g6_act_hvv,painting_g6_act_hvc,painting_g7_act_a_air,painting_g7_act_f_air,painting_g7_act_t_air,painting_g7_act_hvv,painting_g7_act_hvc,painting_g8_act_a_air,painting_g8_act_f_air,painting_g8_act_t_air,painting_g8_act_hvv,painting_g8_act_hvc,painting_g9_act_a_air,painting_g9_act_f_air,painting_g9_act_t_air,painting_g9_act_hvv,painting_g9_act_hvc,painting_g10_act_a_air,painting_g10_act_f_air,painting_g10_act_t_air,painting_g10_act_hvv,painting_g10_act_hvc,painting_g11_act_a_air,painting_g11_act_f_air,painting_g11_act_t_air,painting_g11_act_hvv,painting_g11_act_hvc,painting_g12_act_a_air,painting_g12_act_f_air,painting_g12_act_t_air,painting_g12_act_hvv,painting_g12_act_hvc,env_rpi05_hum,env_rpi05_pm1,env_rpi05_pm10,env_rpi05_pm25,env_rpi05_temp,env_rpi07_hum,env_rpi07_pm1,env_rpi07_pm10,env_rpi07_pm25,env_rpi07_temp,env_rpi09_hum,env_rpi09_lux,env_rpi09_pm1,env_rpi09_pm10,env_rpi09_pm25,env_rpi09_temp,env_rpi14_hum,env_rpi14_lux,env_rpi14_pm1,env_rpi14_pm10,env_rpi14_pm25,env_rpi14_temp,env_rpi15_hum,env_rpi15_lux,env_rpi15_pm1,env_rpi15_pm10,env_rpi15_pm25,env_rpi15_temp,test
112.0,80.0,106.0,68.0,126.0,71.0,49.8,15.2,,,,7.65,826.75,1293.17,998.02,887.64,725.7,536.08,810.48,746.26,953.61,826.26,639.29,1060.22,566.86,578.88,1062.23,884.44,844.1,908.2,783.99,,,171.31,196.05,192.7,181.38,188.5,219.36,220.23,187.43,213.32,208.24,3.04,53.69,110.13,17.67,9.46,9.58,195.93,344.87,63.6,18.51,9.72,196.88,357.41,60.36,22.69,3.35,57.31,114.9,18.97,9.28,3.45,58.36,118.29,21.22,6.41,,,,,,2.77,52.98,97.41,15.79,4.13,9.59,191.36,327.23,55.77,24.39,9.55,201.22,322.34,55.78,22.9,2.88,54.15,99.49,17.34,7.05,2.86,51.4,100.07,16.95,7.6,,,,,,60.17,50.55,63.22,52.33,29.31,48.11,2.77,5.11,3.11,26.92,60.46,,0.11,0.11,0.11,27.02,46.29,1.77,10.55,24.55,15.66,35.0,39.69,1.11,4.55,8.0,6.11,36.88,
108.0,73.0,104.0,72.0,110.0,84.0,49.8,15.2,,,,7.65,826.75,1293.17,998.02,887.64,725.7,536.08,810.48,746.26,953.61,826.26,639.29,1060.22,566.86,578.88,1062.23,884.44,844.1,908.2,783.99,,,171.31,196.05,192.7,181.38,188.5,219.36,220.23,187.43,213.32,208.24,3.04,53.69,110.13,17.67,9.46,9.58,195.93,344.87,63.6,18.51,9.72,196.88,357.41,60.36,22.69,3.35,57.31,114.9,18.97,9.28,3.45,58.36,118.29,21.22,6.41,,,,,,2.77,52.98,97.41,15.79,4.13,9.59,191.36,327.23,55.77,24.39,9.55,201.22,322.34,55.78,22.9,2.88,54.15,99.49,17.34,7.05,2.86,51.4,100.07,16.95,7.6,,,,,,60.17,50.55,63.22,52.33,29.31,48.11,2.77,5.11,3.11,26.92,60.46,,0.11,0.11,0.11,27.02,46.29,1.77,10.55,24.55,15.66,35.0,39.69,1.11,4.55,8.0,6.11,36.88,
95.0,68.0,114.0,64.0,102.0,76.0,50.59,15.2,,,,7.7,825.46,1445.25,993.94,875.42,723.3,534.53,803.0,742.37,954.02,820.93,637.58,1061.69,643.51,658.68,1057.92,894.4,843.17,904.36,783.72,,,171.44,197.13,194.16,184.08,174.59,198.48,197.71,172.5,188.86,184.86,,,,,,9.22,152.37,316.13,51.97,25.56,8.78,149.31,315.34,50.21,23.19,,,,,,,,,,,,,,,,,,,,,8.5,161.84,297.81,54.65,15.09,8.28,161.67,281.74,48.14,18.08,,,,,,,,,,,,,,,,59.19,50.45,63.63,52.36,29.42,54.11,4.0,5.63,4.63,27.29,62.22,,0.18,0.45,0.27,26.82,48.1,,8.81,17.18,12.09,34.06,42.17,,6.54,9.54,8.45,35.61,
,,,,,,50.59,15.2,,,,7.7,825.46,1445.25,993.94,875.42,723.3,534.53,803.0,742.37,954.02,820.93,637.58,1061.69,643.51,658.68,1057.92,894.4,843.17,904.36,783.72,,,171.44,197.13,194.16,184.08,174.59,198.48,197.71,172.5,188.86,184.86,,,,,,9.22,152.37,316.13,51.97,25.56,8.78,149.31,315.34,50.21,23.19,,,,,,,,,,,,,,,,,,,,,8.5,161.84,297.81,54.65,15.09,8.28,161.67,281.74,48.14,18.08,,,,,,,,,,,,,,,,59.19,50.45,63.63,52.36,29.42,54.11,4.0,5.63,4.63,27.29,62.22,,0.18,0.45,0.27,26.82,48.1,,8.81,17.18,12.09,34.06,42.17,,6.54,9.54,8.45,35.61,True
92.0,82.0,130.0,68.0,102.0,70.0,50.9,15.2,,,,7.7,824.52,1445.16,993.68,875.16,723.09,534.44,802.75,742.11,954.18,820.94,637.52,1061.7,643.24,658.72,1057.79,894.49,843.05,904.15,783.6,,,171.25,196.97,193.31,183.98,174.27,198.04,197.11,172.16,188.4,184.41,,,,,,9.38,154.62,318.45,53.2,25.42,8.95,149.17,315.44,50.06,23.32,,,,,,,,,,,,,,,,,,,,,8.75,166.0,305.96,55.9,15.09,8.21,163.34,284.34,48.62,18.29,,,,,,,,,,,,,,,,59.28,50.66,63.75,52.5,29.38,54.1,3.91,5.66,4.58,27.25,62.41,,0.25,0.5,0.33,26.82,48.62,,9.33,17.83,12.58,33.89,43.15,,7.5,10.83,9.58,35.23,
94.0,86.0,116.0,78.0,96.0,70.0,50.9,15.2,,,,7.7,824.74,1445.12,993.72,875.21,722.96,534.53,802.96,742.03,954.23,821.05,637.41,1061.44,643.43,658.77,1057.92,894.66,842.83,903.94,783.38,,,171.01,196.91,193.49,184.46,185.12,215.95,210.17,187.38,212.92,205.57,,,,,,9.55,156.04,321.53,53.78,25.42,8.73,150.96,318.53,49.57,23.27,,,,,,,,,,,,,,,,,,,,,8.77,163.7,302.84,56.59,15.01,8.59,160.69,280.64,50.25,18.47,,,,,,,,,,,,,,,,59.28,50.66,63.75,52.5,29.38,54.1,3.91,5.66,4.58,27.25,62.41,,0.25,0.5,0.33,26.82,48.62,,9.33,17.83,12.58,33.89,43.15,,7.5,10.83,9.58,35.23,
88.0,84.0,136.0,80.0,86.0,78.0,50.9,15.2,,,,7.7,824.74,1445.12,993.72,875.21,722.96,534.53,802.96,742.03,954.23,821.05,637.41,1061.44,643.43,658.77,1057.92,894.66,842.83,903.94,783.38,,,171.01,196.91,193.49,184.46,185.12,215.95,210.17,187.38,212.92,205.57,,,,,,9.55,156.04,321.53,53.78,25.42,8.73,150.96,318.53,49.57,23.27,,,,,,,,,,,,,,,,,,,,,8.77,163.7,302.84,56.59,15.01,8.59,160.69,280.64,50.25,18.47,,,,,,,,,,,,,,,,59.28,50.66,63.75,52.5,29.38,54.1,3.91,5.66,4.58,27.25,62.41,,0.25,0.5,0.33,26.82,48.62,,9.33,17.83,12.58,33.89,43.15,,7.5,10.83,9.58,35.23,
98.0,87.0,116.0,70.0,96.0,68.0,50.9,15.2,,,,7.7,824.74,1445.12,993.72,875.21,722.96,534.53,802.96,742.03,954.23,821.05,637.41,1061.44,643.43,658.77,1057.92,894.66,842.83,903.94,783.38,,,171.01,196.91,193.49,184.46,185.12,215.95,210.17,187.38,212.92,205.57,,,,,,9.55,156.04,321.53,53.78,25.42,8.73,150.96,318.53,49.57,23.27,,,,,,,,,,,,,,,,,,,,,8.77,163.7,302.84,56.59,15.01,8.59,160.69,280.64,50.25,18.47,,,,,,,,,,,,,,,,59.28,50.66,63.75,52.5,29.38,54.1,3.91,5.66,4.58,27.25,62.41,,0.25,0.5,0.33,26.82,48.62,,9.33,17.83,12.58,33.89,43.15,,7.5,10.83,9.58,35.23,
98.0,86.0,133.0,80.0,104.0,78.0,50.9,15.2,,,,7.7,824.91,1445.16,993.94,875.25,722.92,534.66,802.96,742.07,954.27,821.05,637.5,1061.22,643.55,658.77,1057.88,894.49,842.88,903.94,783.43,,,170.85,196.89,193.68,184.66,185.27,216.15,210.57,187.06,212.65,205.67,,,,,,0.77,12.61,25.99,4.33,2.07,0.71,12.34,26.05,4.07,1.87,,0.12,0.25,,,,,,,,,,,,,,,,,,0.72,13.79,25.51,4.7,1.27,0.72,13.49,23.56,4.22,1.55,,,,,,,,,,,,,,,,59.28,50.66,63.75,52.5,29.38,54.1,3.91,5.66,4.58,27.25,62.41,,0.25,0.5,0.33,26.82,48.62,,9.33,17.83,12.58,33.89,43.15,,7.5,10.83,9.58,35.23,
102.0,98.0,96.0,104.0,108.0,92.0,50.9,15.2,,,,7.7,824.91,1445.16,993.94,875.25,722.92,534.66,802.96,742.07,954.27,821.05,637.5,1061.22,643.55,658.77,1057.88,894.49,842.88,903.94,783.43,,,170.85,196.89,193.68,184.66,185.27,216.15,210.57,187.06,212.65,205.67,,,,,,0.77,12.61,25.99,4.33,2.07,0.71,12.34,26.05,4.07,1.87,,0.12,0.25,,,,,,,,,,,,,,,,,,0.72,13.79,25.51,4.7,1.27,0.72,13.49,23.56,4.22,1.55,,,,,,,,,,,,,,,,59.28,50.66,63.75,52.5,29.38,54.1,3.91,5.66,4.58,27.25,62.41,,0.25,0.5,0.33,26.82,48.62,,9.33,17.83,12.58,33.89,43.15,,7.5,10.83,9.58,35.23,
66.0,86.0,86.0,56.0,80.0,76.0,50.9,15.2,,,,7.7,824.27,1444.87,993.94,875.29,722.96,534.7,802.62,741.73,953.81,820.93,637.2,1061.31,643.34,658.81,1057.79,894.61,842.92,904.32,783.38,,,170.45,196.95,194.07,184.72,185.82,216.73,211.47,186.07,212.02,205.82,,,,,,0.68,11.4,23.39,4.56,0.88,0.75,12.65,26.8,5.08,1.03,0.69,11.76,24.19,4.48,1.19,0.56,10.49,19.8,3.54,0.95,,,,,,,,,,,0.66,10.92,22.21,4.34,0.89,0.72,13.39,25.79,4.68,1.46,0.64,10.53,22.92,4.25,1.01,0.5,7.12,16.68,3.21,0.77,,,,,,59.28,50.66,63.75,52.5,29.38,54.1,3.91,5.66,4.58,27.25,62.41,,0.25,0.5,0.33,26.82,48.62,,9.33,17.83,12.58,33.89,43.15,,7.5,10.83,9.58,35.23,
84.0,68.0,90.0,56.0,62.0,85.0,50.9,15.2,,,,7.7,824.19,1445.12,993.89,875.38,723.13,534.66,802.83,741.9,953.81,820.84,637.28,1061.73,643.38,658.94,1058.13,894.32,843.05,904.53,783.43,,,170.34,196.94,193.88,184.52,185.8,216.74,211.59,186.01,212.04,205.86,,,,,,9.0,150.96,309.95,60.94,11.23,10.11,169.81,359.71,69.26,13.3,10.03,168.39,346.36,64.6,17.63,7.93,146.4,277.49,50.34,13.85,,,,,,,,,,,8.94,140.43,289.54,57.08,11.15,9.49,178.22,346.78,63.73,19.62,9.54,153.25,333.29,62.05,15.07,7.8,109.54,255.52,48.28,11.39,,,,,,59.28,50.66,63.75,52.5,29.38,54.1,3.91,5.66,4.58,27.25,62.41,,0.25,0.5,0.33,26.82,48.62,,9.33,17.83,12.58,33.89,43.15,,7.5,10.83,9.58,35.23,
66.0,81.0,75.0,64.0,64.0,94.0,50.9,15.2,,,,7.7,824.19,1445.12,993.89,875.38,723.13,534.66,802.83,741.9,953.81,820.84,637.28,1061.73,643.38,658.94,1058.13,894.32,843.05,904.53,783.43,,,170.34,196.94,193.88,184.52,185.8,216.74,211.59,186.01,212.04,205.86,,,,,,9.0,150.96,309.95,60.94,11.23,10.11,169.81,359.71,69.26,13.3,10.03,168.39,346.36,64.6,17.63,7.93,146.4,277.49,50.34,13.85,,,,,,,,,,,8.94,140.43,289.54,57.08,11.15,9.49,178.22,346.78,63.73,19.62,9.54,153.25,333.29,62.05,15.07,7.8,109.54,255.52,48.28,11.39,,,,,,59.28,50.66,63.75,52.5,29.38,54.1,3.91,5.66,4.58,27.25,62.41,,0.25,0.5,0.33,26.82,48.62,,9.33,17.83,12.58,33.89,43.15,,7.5,10.83,9.58,35.23,
68.0,84.0,96.0,56.0,74.0,79.0,50.45,15.2,,,,7.7,823.89,1445.04,993.89,875.25,723.05,534.66,802.71,741.94,953.72,820.76,637.24,1061.69,643.47,658.94,1058.09,894.74,842.83,904.49,783.38,,,170.1,196.89,193.61,184.27,185.85,216.83,211.82,185.9,211.93,205.86,,,,,,8.99,152.34,313.22,61.52,11.27,10.08,169.8,359.74,69.3,13.25,9.91,166.96,343.7,64.17,17.37,7.93,147.91,280.63,50.92,14.0,,,,,,,,,,,8.93,138.68,286.0,56.78,10.49,9.81,179.84,349.86,64.9,19.0,9.46,150.51,327.09,61.48,14.8,7.7,111.65,260.63,49.47,11.34,,,,,,59.28,50.66,63.75,52.5,29.38,54.1,3.91,5.66,4.58,27.25,62.41,,0.25,0.5,0.33,26.82,48.62,,9.33,17.83,12.58,33.89,43.15,,7.5,10.83,9.58,35.23,
74.0,84.0,96.0,62.0,64.0,92.0,50.45,15.2,,,,7.7,823.89,1445.04,993.89,875.25,723.05,534.66,802.71,741.94,953.72,820.76,637.24,1061.69,643.47,658.94,1058.09,894.74,842.83,904.49,783.38,,,170.1,196.89,193.61,184.27,185.85,216.83,211.82,185.9,211.93,205.86,,,,,,8.99,152.34,313.22,61.52,11.27,10.08,169.8,359.74,69.3,13.25,9.91,166.96,343.7,64.17,17.37,7.93,147.91,280.63,50.92,14.0,,,,,,,,,,,8.93,138.68,286.0,56.78,10.49,9.81,179.84,349.86,64.9,19.0,9.46,150.51,327.09,61.48,14.8,7.7,111.65,260.63,49.47,11.34,,,,,,59.28,50.66,63.75,52.5,29.38,54.1,3.91,5.66,4.58,27.25,62.41,,0.25,0.5,0.33,26.82,48.62,,9.33,17.83,12.58,33.89,43.15,,7.5,10.83,9.58,35.23,
50.0,88.0,98.0,54.0,68.0,104.0,50.45,15.2,,,,7.7,823.72,1445.08,993.89,875.33,723.09,534.87,802.96,741.94,953.85,820.97,637.33,1061.61,643.64,659.02,1058.05,894.83,842.88,904.44,783.38,,,170.1,196.86,193.52,184.13,185.88,216.89,212.07,185.85,211.87,205.9,,,,,,9.01,147.84,305.04,60.87,11.33,10.22,169.8,359.76,69.44,13.09,10.15,166.96,343.78,64.69,17.54,8.06,147.85,280.59,51.07,13.81,,,,,,,,,,,8.94,138.73,285.99,57.11,10.1,9.68,180.09,350.26,65.06,18.86,9.42,146.09,318.06,60.92,14.75,7.74,111.87,261.29,49.8,11.12,,,,,,59.35,50.84,63.92,52.69,29.35,54.06,3.92,5.61,4.61,27.22,62.46,,0.23,0.46,0.3,26.84,49.06,,9.46,18.07,12.92,33.73,44.02,,7.92,11.53,10.07,34.9,
84.0,76.0,91.0,62.0,82.0,96.0,50.45,15.2,,,,7.7,823.72,1445.08,993.89,875.33,723.09,534.87,802.96,741.94,953.85,820.97,637.33,1061.61,643.64,659.02,1058.05,894.83,842.88,904.44,783.38,,,170.1,196.86,193.52,184.13,185.88,216.89,212.07,185.85,211.87,205.9,,,,,,9.01,147.84,305.04,60.87,11.33,10.22,169.8,359.76,69.44,13.09,10.15,166.96,343.78,64.69,17.54,8.06,147.85,280.59,51.07,13.81,,,,,,,,,,,8.94,138.73,285.99,57.11,10.1,9.68,180.09,350.26,65.06,18.86,9.42,146.09,318.06,60.92,14.75,7.74,111.87,261.29,49.8,11.12,,,,,,59.35,50.84,63.92,52.69,29.35,54.06,3.92,5.61,4.61,27.22,62.46,,0.23,0.46,0.3,26.84,49.06,,9.46,18.07,12.92,33.73,44.02,,7.92,11.53,10.07,34.9,
70.0,79.0,85.0,70.0,93.0,88.0,50.45,15.2,,,,7.7,823.71,1445.25,994.01,875.38,723.29,534.95,802.9,742.09,954.01,821.19,637.39,1061.83,643.71,659.1,1058.11,895.12,842.82,904.48,783.5,,,170.0,196.89,193.32,183.93,185.91,216.92,212.34,185.77,211.88,205.98,,,,,,8.94,149.43,307.94,61.1,11.74,10.13,169.79,359.76,69.25,13.32,10.15,166.94,343.73,64.59,17.62,7.96,145.56,276.56,50.72,13.21,,,,,,,,,,,9.06,141.55,291.65,58.28,10.36,9.62,179.98,349.95,64.85,19.1,9.51,146.1,318.0,61.19,15.13,7.89,112.87,263.52,50.13,11.32,,,,,,59.35,50.84,63.92,52.69,29.35,54.06,3.92,5.61,4.61,27.22,62.46,,0.23,0.46,0.3,26.84,49.06,,9.46,18.07,12.92,33.73,44.02,,7.92,11.53,10.07,34.9,
65.0,88.0,89.0,78.0,76.0,90.0,50.45,15.2,,,,7.7,823.71,1445.25,994.01,875.38,723.29,534.95,802.9,742.09,954.01,821.19,637.39,1061.83,643.71,659.1,1058.11,895.12,842.82,904.48,783.5,,,170.0,196.89,193.32,183.93,185.91,216.92,212.34,185.77,211.88,205.98,,,,,,8.94,149.43,307.94,61.1,11.74,10.13,169.79,359.76,69.25,13.32,10.15,166.94,343.73,64.59,17.62,7.96,145.56,276.56,50.72,13.21,,,,,,,,,,,9.06,141.55,291.65,58.28,10.36,9.62,179.98,349.95,64.85,19.1,9.51,146.1,318.0,61.19,15.13,7.89,112.87,263.52,50.13,11.32,,,,,,59.35,50.84,63.92,52.69,29.35,54.06,3.92,5.61,4.61,27.22,62.46,,0.23,0.46,0.3,26.84,49.06,,9.46,18.07,12.92,33.73,44.02,,7.92,11.53,10.07,34.9,
74.0,76.0,96.0,66.0,78.0,86.0,50.45,15.2,,,,7.7,823.3,1445.46,994.44,875.38,723.34,534.91,802.83,742.24,954.11,821.31,637.41,1061.77,643.77,659.15,1058.26,895.0,843.0,904.61,783.64,,,169.94,196.9,193.25,183.76,185.91,216.92,212.34,185.77,211.88,205.98,,,,,,9.09,152.46,313.83,60.96,12.9,9.8,169.83,359.77,67.91,15.03,10.19,168.4,346.78,64.84,18.15,7.83,143.87,273.41,49.75,13.64,,,,,,,,,,,8.96,144.85,297.9,58.68,10.64,9.78,179.85,349.74,64.78,19.18,9.52,147.58,321.27,62.22,15.57,8.05,112.74,263.39,49.93,11.61,,,,,,59.5,50.83,64.0,52.75,29.3,53.93,3.66,5.33,4.33,27.15,62.55,,0.25,0.5,0.33,26.87,49.4,,9.66,18.16,13.08,33.59,44.75,,8.0,11.58,10.08,34.6,
70.0,88.0,102.0,71.0,86.0,104.0,50.45,15.2,,,,7.7,822.83,1445.46,994.32,875.42,723.3,535.0,802.71,742.33,953.94,821.22,637.33,1061.77,643.72,659.15,1058.38,894.7,842.88,904.7,783.51,,,169.91,196.95,193.22,183.66,185.93,216.95,212.56,185.66,211.99,206.06,,,,,,8.91,150.04,308.73,60.06,12.5,9.6,169.77,359.69,68.04,14.86,10.29,167.11,344.18,64.04,18.34,7.65,143.05,272.18,49.17,13.36,,,,,,,,,,,9.01,145.5,299.12,58.81,10.91,9.83,179.89,349.83,64.5,19.54,9.52,149.04,324.65,61.95,16.04,7.69,112.42,261.8,48.43,11.42,,,,,,59.5,50.83,64.0,52.75,29.3,53.93,3.66,5.33,4.33,27.15,62.55,,0.25,0.5,0.33,26.87,49.4,,9.66,18.16,13.08,33.59,44.75,,8.0,11.58,10.08,34.6,
92.0,96.0,84.0,76.0,80.0,96.0,50.0,15.2,,,,7.7,822.33,1445.97,994.32,875.55,723.77,535.08,802.66,742.41,953.94,821.35,637.33,1061.99,644.02,659.27,1058.17,893.94,842.75,905.0,783.51,,,169.55,196.91,192.9,183.13,186.05,217.12,213.13,185.49,212.29,206.3,,,,,,9.43,157.82,323.78,61.58,13.9,10.06,169.9,359.9,68.04,14.88,9.98,167.32,344.28,63.47,18.48,7.76,143.84,273.5,49.09,13.8,,,,,,,,,,,8.48,143.12,294.45,57.64,11.09,9.77,177.57,345.91,63.08,19.86,9.54,155.77,339.35,61.9,16.66,7.35,109.48,255.55,47.86,11.24,,,,,,59.5,50.83,64.0,52.75,29.3,53.93,3.66,5.33,4.33,27.15,62.55,,0.25,0.5,0.33,26.87,49.4,,9.66,18.16,13.08,33.59,44.75,,8.0,11.58,10.08,34.6,
88.0,98.0,96.0,86.0,90.0,93.0,50.0,15.2,,,,7.7,822.07,1446.14,994.4,875.42,723.85,534.91,802.71,742.24,953.89,821.44,637.41,1061.94,644.15,659.23,1058.17,893.77,842.79,904.91,783.55,,,169.46,196.96,192.79,182.86,186.12,217.24,213.26,185.52,212.32,206.39,,,,,,9.23,154.25,316.38,60.7,12.85,10.0,169.88,359.89,68.85,13.86,10.04,167.27,344.2,63.3,18.04,7.67,145.16,275.23,48.6,13.28,,,,,,,,,,,8.65,142.11,292.8,58.37,11.27,10.07,177.95,346.63,63.04,19.9,9.59,151.75,331.09,61.02,16.44,7.14,109.02,254.39,47.73,11.06,,,,,,59.5,50.83,64.0,52.75,29.3,53.93,3.66,5.33,4.33,27.15,62.55,,0.25,0.5,0.33,26.87,49.4,,9.66,18.16,13.08,33.59,44.75,,8.0,11.58,10.08,34.6,
,,,,,,50.0,15.2,,,,7.7,822.54,1445.8,994.32,875.55,723.64,535.04,802.75,742.5,953.89,821.27,637.24,1061.94,643.85,659.23,1058.22,893.94,842.75,904.91,783.47,,,169.7,196.83,193.03,183.34,185.98,217.04,212.96,185.5,212.2,206.2,,,,,,9.19,154.96,318.09,60.92,13.66,9.81,169.88,359.89,68.03,14.89,10.1,167.23,344.2,63.71,18.06,7.82,142.46,271.01,49.27,13.51,,,,,,,,,,,8.72,143.91,295.85,58.2,10.79,9.83,177.72,346.05,63.12,19.73,9.55,155.15,337.8,62.5,16.54,7.71,111.28,259.66,48.5,11.53,,,,,,59.5,50.83,64.0,52.75,29.3,53.93,3.66,5.33,4.33,27.15,62.55,,0.25,0.5,0.33,26.87,49.4,,9.66,18.16,13.08,33.59,44.75,,8.0,11.58,10.08,34.6,True
,,,,,,50.0,15.2,,,,7.7,822.54,1445.8,994.32,875.55,723.64,535.04,802.75,742.5,953.89,821.27,637.24,1061.94,643.85,659.23,1058.22,893.94,842.75,904.91,783.47,,,169.7,196.83,193.03,183.34,185.98,217.04,212.96,185.5,212.2,206.2,,,,,,9.19,154.96,318.09,60.92,13.66,9.81,169.88,359.89,68.03,14.89,10.1,167.23,344.2,63.71,18.06,7.82,142.46,271.01,49.27,13.51,,,,,,,,,,,8.72,143.91,295.85,58.2,10.79,9.83,177.72,346.05,63.12,19.73,9.55,155.15,337.8,62.5,16.54,7.71,111.28,259.66,48.5,11.53,,,,,,59.5,50.83,64.0,52.75,29.3,53.93,3.66,5.33,4.33,27.15,62.55,,0.25,0.5,0.33,26.87,49.4,,9.66,18.16,13.08,33.59,44.75,,8.0,11.58,10.08,34.6,True
80.0,86.0,100.0,76.0,85.0,100.0,50.0,15.2,,,,7.7,822.07,1446.35,994.4,875.46,723.72,534.7,802.88,742.2,954.02,821.39,637.45,1062.07,644.27,659.23,1058.05,893.77,842.83,905.16,783.55,,,169.49,196.99,192.62,182.57,186.2,217.36,213.46,185.51,212.28,206.48,,,,,,9.13,156.21,319.91,60.48,13.51,10.13,169.94,359.94,68.12,14.84,10.23,169.72,349.11,64.1,18.57,8.04,148.64,281.49,49.69,13.75,,,,,,,,,,,8.76,142.37,293.69,57.69,11.61,10.19,179.66,349.61,63.46,20.8,9.85,151.88,331.68,61.86,16.93,6.97,106.73,249.58,47.13,10.99,,,,,,59.5,50.83,64.0,52.75,29.3,53.93,3.66,5.33,4.33,27.15,62.55,,0.25,0.5,0.33,26.87,49.4,,9.66,18.16,13.08,33.59,44.75,,8.0,11.58,10.08,34.6,
,,,,,,50.0,15.2,,,,7.7,821.88,1446.14,994.36,875.46,723.81,534.83,802.83,742.33,953.93,821.41,637.52,1062.0,644.23,659.31,1058.07,893.6,842.71,904.95,783.47,,,169.43,196.98,192.74,182.74,186.12,217.24,213.26,185.52,212.32,206.39,,,,,,9.13,156.19,319.83,60.8,12.98,10.05,169.86,359.86,68.91,13.79,10.0,167.27,344.11,63.32,18.05,7.82,145.93,276.52,48.89,13.25,,,,,,,,,,,8.69,142.57,293.78,57.87,11.39,9.93,177.97,346.61,62.87,20.14,9.61,153.15,333.96,61.15,16.35,7.15,109.88,256.41,48.34,10.92,,,,,,59.5,50.83,64.0,52.75,29.3,53.93,3.66,5.33,4.33,27.15,62.55,,0.25,0.5,0.33,26.87,49.4,,9.66,18.16,13.08,33.59,44.75,,8.0,11.58,10.08,34.6,True
70.0,90.0,88.0,81.0,80.0,90.0,50.0,15.2,,,,7.7,822.16,1446.44,994.49,875.38,723.77,534.7,802.71,742.45,953.98,821.44,637.45,1062.03,644.23,659.32,1057.92,894.11,842.79,905.21,783.6,,,169.56,197.03,192.6,182.54,186.31,217.46,213.56,185.51,212.28,206.53,,,,,,8.97,155.29,317.89,58.51,14.49,10.18,169.94,359.94,67.03,16.19,10.47,169.72,349.06,63.23,19.68,8.02,147.28,278.74,48.44,13.98,,,,,,,,,,,8.92,144.9,298.86,58.46,12.21,10.17,179.73,349.73,62.86,21.55,9.97,152.64,333.83,61.69,17.86,7.07,106.23,248.72,47.09,11.78,,,,,,59.5,50.83,64.0,52.75,29.3,53.93,3.66,5.33,4.33,27.15,62.55,,0.25,0.5,0.33,26.87,49.4,,9.66,18.16,13.08,33.59,44.75,,8.0,11.58,10.08,34.6,
,,,,,,50.0,15.2,,,,7.7,821.94,1446.39,994.23,875.21,723.89,534.66,802.54,742.45,953.85,821.35,637.33,1062.07,644.19,659.27,1057.96,894.02,842.62,905.08,783.43,,,169.63,196.99,192.46,182.37,186.44,217.61,213.75,185.5,212.29,206.64,,,,,,9.05,155.28,317.77,58.58,15.06,10.3,169.95,359.95,66.55,16.82,10.36,169.75,348.94,63.66,19.86,7.97,147.3,278.77,48.93,14.07,,,,,,,,,,,8.91,144.0,296.86,58.21,11.96,10.04,179.73,349.73,62.56,21.91,10.0,152.47,333.58,61.44,18.13,7.17,107.18,251.05,46.97,12.06,,,,,,59.5,50.83,64.0,52.75,29.3,53.93,3.66,5.33,4.33,27.15,62.55,,0.25,0.5,0.33,26.87,49.4,,9.66,18.16,13.08,33.59,44.75,,8.0,11.58,10.08,34.6,True
